queue_name,priority,queue_duration,artificial_duration,calldate,startqueue,endqueue,queue_interval
cg-us_ts_diwm,MEDIUM,200,200,2020-10-09,2020-10-09 13:15:49,2020-10-09 13:19:09,200
cg-us_ts_post_diwm,MEDIUM,73,73,2020-10-09,2020-10-09 13:19:21,2020-10-09 13:20:34,73
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-09,2020-10-09 05:01:43,2020-10-09 05:01:49,6
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-09,2020-10-09 07:13:35,2020-10-09 07:13:39,4
cg-us_ts_post,HIGH,1170,1230,2020-10-09,2020-10-09 10:33:04,2020-10-09 10:52:34,1170
cg-us_ts_post,MEDIUM,717,717,2020-10-09,2020-10-09 16:43:04,2020-10-09 16:55:01,717
cg-us_ts_diwm_mobile,MEDIUM,7,7,2020-10-09,2020-10-09 07:08:17,2020-10-09 07:08:24,7
cg-us_ts_post_diwm,MEDIUM,22,22,2020-10-09,2020-10-09 07:24:19,2020-10-09 07:24:41,22
cg-us_ts_diwm,MEDIUM,401,401,2020-10-09,2020-10-09 15:39:39,2020-10-09 15:46:20,401
cg-us_ts_diwm,MEDIUM,242,242,2020-10-09,2020-10-09 14:18:24,2020-10-09 14:22:26,242
cg-us_ts_post,MEDIUM,2138,2138,2020-10-09,2020-10-09 10:58:46,2020-10-09 11:34:24,2138
cg-us_ps_specialty_paid,MEDIUM,20,20,2020-10-09,2020-10-09 07:13:54,2020-10-09 07:14:14,20
cg-us_ts_post_diwm,MEDIUM,107,107,2020-10-09,2020-10-09 12:55:51,2020-10-09 12:57:38,107
cg-us_ps_specialty_paid,MEDIUM,87,87,2020-10-09,2020-10-09 10:16:28,2020-10-09 10:17:55,87
cg-us_ps_specialty_paid,MEDIUM,342,342,2020-10-09,2020-10-09 13:22:58,2020-10-09 13:28:40,342
cg-us_ps_specialty_paid,MEDIUM,478,478,2020-10-09,2020-10-09 14:14:26,2020-10-09 14:22:24,478
cg-us_ts_paid,MEDIUM,864,864,2020-10-09,2020-10-09 13:26:08,2020-10-09 13:40:32,864
cg-us_ps_specialty_paid,MEDIUM,356,356,2020-10-09,2020-10-09 11:43:59,2020-10-09 11:49:55,356
cg-us_ts_diwm_mobile,MEDIUM,18,18,2020-10-09,2020-10-09 07:10:00,2020-10-09 07:10:18,18
cg-us_ps_specialty_paid,MEDIUM,7,7,2020-10-09,2020-10-09 06:27:51,2020-10-09 06:27:58,7
cg-us_ts_post,MEDIUM,916,916,2020-10-09,2020-10-09 12:14:08,2020-10-09 12:29:24,916
cg-us_ts_diwm,MEDIUM,185,185,2020-10-09,2020-10-09 11:49:55,2020-10-09 11:53:00,185
cg-us_ts_post,MEDIUM,905,905,2020-10-09,2020-10-09 13:57:02,2020-10-09 14:12:07,905
cg-us_ts_post,MEDIUM,913,913,2020-10-09,2020-10-09 14:15:50,2020-10-09 14:31:03,913
cg-us_ps_specialty_paid,MEDIUM,25,25,2020-10-09,2020-10-09 07:39:49,2020-10-09 07:40:14,25
cg-us_ts_post,MEDIUM,151,151,2020-10-09,2020-10-09 09:19:53,2020-10-09 09:22:24,151
cg-us_ts_post_diwm,MEDIUM,21,21,2020-10-09,2020-10-09 05:37:18,2020-10-09 05:37:39,21
cg-us_ps_specialty_paid,MEDIUM,476,476,2020-10-09,2020-10-09 13:31:11,2020-10-09 13:39:07,476
cg-us_ts_post,HIGH,818,878,2020-10-09,2020-10-09 12:20:49,2020-10-09 12:34:27,818
cg-us_ts_post,MEDIUM,54,54,2020-10-09,2020-10-09 09:18:02,2020-10-09 09:18:56,54
cg-us_ts_post,HIGH,26,86,2020-10-09,2020-10-09 07:36:55,2020-10-09 07:37:21,26
cg-us_ts_post_diwm,MEDIUM,377,377,2020-10-09,2020-10-09 11:04:50,2020-10-09 11:11:07,377
cg-us_ts_diwm,MEDIUM,167,167,2020-10-09,2020-10-09 16:00:17,2020-10-09 16:03:04,167
cg-us_ts_post,MEDIUM,7,7,2020-10-09,2020-10-09 05:46:11,2020-10-09 05:46:18,7
cg-us_ps_specialty_paid,MEDIUM,216,216,2020-10-09,2020-10-09 10:10:49,2020-10-09 10:14:25,216
cg-us_ts_diwm,MEDIUM,4,4,2020-10-09,2020-10-09 08:43:25,2020-10-09 08:43:29,4
cg-us_ts_diwm,MEDIUM,261,261,2020-10-09,2020-10-09 10:36:56,2020-10-09 10:41:17,261
cg-us_ts_post,MEDIUM,326,326,2020-10-09,2020-10-09 09:22:05,2020-10-09 09:27:31,326
cg-us_ps_specialty_paid,MEDIUM,20,20,2020-10-09,2020-10-09 16:46:27,2020-10-09 16:46:47,20
cg-us_ts_diwm,MEDIUM,21,21,2020-10-09,2020-10-09 07:27:29,2020-10-09 07:27:50,21
cg-us_ts_post_diwm,MEDIUM,388,388,2020-10-09,2020-10-09 13:30:43,2020-10-09 13:37:11,388
cg-us_ts_diwm,MEDIUM,310,310,2020-10-09,2020-10-09 12:35:47,2020-10-09 12:40:57,310
cg-us_ts_post_diwm,MEDIUM,54,54,2020-10-09,2020-10-09 07:52:43,2020-10-09 07:53:37,54
cg-us_ps_specialty_paid,MEDIUM,497,497,2020-10-09,2020-10-09 12:39:37,2020-10-09 12:47:54,497
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-09,2020-10-09 07:10:55,2020-10-09 07:11:00,5
cg-us_ts_paid,MEDIUM,694,694,2020-10-09,2020-10-09 15:19:01,2020-10-09 15:30:35,694
cg-us_ts_post,MEDIUM,172,172,2020-10-09,2020-10-09 10:17:03,2020-10-09 10:19:55,172
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-09,2020-10-09 07:11:18,2020-10-09 07:11:22,4
cg-us_ts_post_diwm,MEDIUM,339,339,2020-10-09,2020-10-09 12:10:55,2020-10-09 12:16:34,339
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-09,2020-10-09 06:24:43,2020-10-09 06:25:02,19
cg-us_ps_specialty_paid,MEDIUM,251,251,2020-10-09,2020-10-09 11:29:25,2020-10-09 11:33:36,251
cg-us_ts_diwm,MEDIUM,318,318,2020-10-09,2020-10-09 12:39:10,2020-10-09 12:44:28,318
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-09,2020-10-09 09:07:22,2020-10-09 09:07:26,4
cg-us_ts_post,MEDIUM,841,841,2020-10-09,2020-10-09 16:55:47,2020-10-09 17:09:48,841
cg-us_ps_specialty_paid,MEDIUM,217,217,2020-10-09,2020-10-09 14:10:41,2020-10-09 14:14:18,217
cg-us_ts_post,MEDIUM,928,928,2020-10-09,2020-10-09 09:46:31,2020-10-09 10:01:59,928
cg-us_ts_post_diwm,MEDIUM,197,197,2020-10-09,2020-10-09 12:05:39,2020-10-09 12:08:56,197
cg-us_ps_specialty_paid,MEDIUM,23,23,2020-10-09,2020-10-09 05:47:16,2020-10-09 05:47:39,23
cg-us_ps_specialty_paid,MEDIUM,275,275,2020-10-09,2020-10-09 14:00:45,2020-10-09 14:05:20,275
cg-us_ts_diwm,MEDIUM,40,40,2020-10-09,2020-10-09 10:10:29,2020-10-09 10:11:09,40
cg-us_ts_post_diwm,MEDIUM,344,344,2020-10-09,2020-10-09 13:09:57,2020-10-09 13:15:41,344
cg-us_ps_specialty_paid,MEDIUM,467,467,2020-10-09,2020-10-09 13:42:38,2020-10-09 13:50:25,467
cg-us_ts_post_diwm,MEDIUM,297,297,2020-10-09,2020-10-09 14:17:27,2020-10-09 14:22:24,297
cg-us_ps_specialty_paid,MEDIUM,104,104,2020-10-09,2020-10-09 10:28:28,2020-10-09 10:30:12,104
cg-us_ts_post,MEDIUM,228,228,2020-10-09,2020-10-09 09:21:43,2020-10-09 09:25:31,228
cg-us_ts_post,MEDIUM,6,6,2020-10-09,2020-10-09 07:26:06,2020-10-09 07:26:12,6
cg-us_ts_post,MEDIUM,19,19,2020-10-09,2020-10-09 08:08:28,2020-10-09 08:08:47,19
cg-us_ts_post,MEDIUM,906,906,2020-10-09,2020-10-09 13:05:06,2020-10-09 13:20:12,906
cg-us_ps_specialty_paid,MEDIUM,22,22,2020-10-09,2020-10-09 09:36:31,2020-10-09 09:36:53,22
cg-us_ps_specialty_paid,MEDIUM,183,183,2020-10-09,2020-10-09 14:29:16,2020-10-09 14:32:19,183
cg-us_ts_post_diwm,MEDIUM,110,110,2020-10-09,2020-10-09 09:27:49,2020-10-09 09:29:39,110
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-09,2020-10-09 08:27:24,2020-10-09 08:27:28,4
cg-us_ts_paid,MEDIUM,783,783,2020-10-09,2020-10-09 14:22:04,2020-10-09 14:35:07,783
cg-us_ts_paid,MEDIUM,199,199,2020-10-09,2020-10-09 09:50:30,2020-10-09 09:53:49,199
cg-us_ts_post,MEDIUM,914,914,2020-10-09,2020-10-09 15:45:04,2020-10-09 16:00:18,914
cg-us_ts_post,HIGH,914,974,2020-10-09,2020-10-09 13:33:00,2020-10-09 13:48:14,914
cg-us_ts_post_diwm,MEDIUM,255,255,2020-10-09,2020-10-09 09:59:44,2020-10-09 10:03:59,255
cg-us_ts_paid,MEDIUM,463,463,2020-10-09,2020-10-09 16:55:59,2020-10-09 17:03:42,463
cg-us_ts_post_diwm,MEDIUM,315,315,2020-10-09,2020-10-09 11:42:00,2020-10-09 11:47:15,315
cg-us_ts_post_diwm,MEDIUM,134,134,2020-10-09,2020-10-09 11:26:07,2020-10-09 11:28:21,134
cg-us_ts_post,MEDIUM,23,23,2020-10-09,2020-10-09 07:27:47,2020-10-09 07:28:10,23
cg-us_ts_paid,MEDIUM,75,75,2020-10-09,2020-10-09 09:13:58,2020-10-09 09:15:13,75
cg-us_ts_post_diwm,MEDIUM,387,387,2020-10-09,2020-10-09 14:39:57,2020-10-09 14:46:24,387
cg-us_ps_specialty_paid,MEDIUM,373,373,2020-10-09,2020-10-09 11:17:44,2020-10-09 11:23:57,373
cg-us_ts_diwm,MEDIUM,2,2,2020-10-09,2020-10-09 06:35:41,2020-10-09 06:35:43,2
cg-us_ps_specialty_paid,MEDIUM,143,143,2020-10-09,2020-10-09 11:51:21,2020-10-09 11:53:44,143
cg-us_ts_post,MEDIUM,19,19,2020-10-09,2020-10-09 07:49:26,2020-10-09 07:49:45,19
cg-us_ps_specialty_paid,MEDIUM,304,304,2020-10-09,2020-10-09 16:50:47,2020-10-09 16:55:51,304
cg-us_ts_diwm,MEDIUM,480,480,2020-10-09,2020-10-09 14:32:20,2020-10-09 14:40:20,480
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-09,2020-10-09 07:37:51,2020-10-09 07:37:57,6
cg-us_ts_post,MEDIUM,920,920,2020-10-09,2020-10-09 14:20:50,2020-10-09 14:36:10,920
cg-us_ts_paid,MEDIUM,234,234,2020-10-09,2020-10-09 09:45:25,2020-10-09 09:49:19,234
cg-us_ps_specialty_paid,MEDIUM,356,356,2020-10-09,2020-10-09 14:24:09,2020-10-09 14:30:05,356
cg-us_ts_post_diwm,MEDIUM,152,152,2020-10-09,2020-10-09 12:00:52,2020-10-09 12:03:24,152
cg-us_ps_specialty_paid,MEDIUM,354,354,2020-10-09,2020-10-09 15:42:02,2020-10-09 15:47:56,354
cg-us_ps_specialty_paid,MEDIUM,466,466,2020-10-09,2020-10-09 16:11:09,2020-10-09 16:18:55,466
cg-us_ps_specialty_paid,MEDIUM,281,281,2020-10-09,2020-10-09 16:17:49,2020-10-09 16:22:30,281
cg-us_ts_post,MEDIUM,17,17,2020-10-09,2020-10-09 08:13:55,2020-10-09 08:14:12,17
cg-us_ts_paid,MEDIUM,320,320,2020-10-09,2020-10-09 11:49:00,2020-10-09 11:54:20,320
cg-us_ts_post,MEDIUM,858,858,2020-10-09,2020-10-09 11:53:49,2020-10-09 12:08:07,858
cg-us_ts_post,MEDIUM,527,527,2020-10-09,2020-10-09 10:03:30,2020-10-09 10:12:17,527
cg-us_ts_post,HIGH,44,104,2020-10-09,2020-10-09 07:58:07,2020-10-09 07:58:51,44
cg-us_ts_diwm,MEDIUM,316,316,2020-10-09,2020-10-09 13:42:18,2020-10-09 13:47:34,316
cg-us_ps_specialty_paid,MEDIUM,235,235,2020-10-09,2020-10-09 09:45:48,2020-10-09 09:49:43,235
cg-us_ps_specialty_paid,MEDIUM,69,69,2020-10-09,2020-10-09 09:37:51,2020-10-09 09:39:00,69
cg-us_ts_post_diwm,MEDIUM,3,3,2020-10-09,2020-10-09 07:56:32,2020-10-09 07:56:35,3
cg-us_ts_post_diwm,MEDIUM,52,52,2020-10-09,2020-10-09 09:45:50,2020-10-09 09:46:42,52
cg-us_ts_post,MEDIUM,921,921,2020-10-09,2020-10-09 12:29:18,2020-10-09 12:44:39,921
cg-us_ts_paid,HIGH,262,322,2020-10-09,2020-10-09 14:47:45,2020-10-09 14:52:07,262
cg-us_ts_post,MEDIUM,4,4,2020-10-09,2020-10-09 07:03:55,2020-10-09 07:03:59,4
cg-us_ps_specialty_paid,HIGH,27,87,2020-10-09,2020-10-09 08:21:52,2020-10-09 08:22:19,27
cg-us_ts_paid,MEDIUM,460,460,2020-10-09,2020-10-09 15:55:05,2020-10-09 16:02:45,460
cg-us_ts_post_diwm,MEDIUM,446,446,2020-10-09,2020-10-09 13:50:26,2020-10-09 13:57:52,446
cg-us_ts_post,MEDIUM,23,23,2020-10-09,2020-10-09 09:09:04,2020-10-09 09:09:27,23
cg-us_ts_post,MEDIUM,701,701,2020-10-09,2020-10-09 10:22:27,2020-10-09 10:34:08,701
cg-us_ts_post,MEDIUM,749,749,2020-10-09,2020-10-09 15:32:13,2020-10-09 15:44:42,749
cg-us_ts_post,MEDIUM,6,6,2020-10-09,2020-10-09 06:48:49,2020-10-09 06:48:55,6
cg-us_ts_post,MEDIUM,832,832,2020-10-09,2020-10-09 12:21:05,2020-10-09 12:34:57,832
cg-us_ts_post,MEDIUM,17,17,2020-10-09,2020-10-09 09:00:41,2020-10-09 09:00:58,17
cg-us_ts_post,MEDIUM,162,162,2020-10-09,2020-10-09 09:20:37,2020-10-09 09:23:19,162
cg-us_ps_specialty_paid,MEDIUM,50,50,2020-10-09,2020-10-09 15:05:21,2020-10-09 15:06:11,50
cg-us_ts_post,MEDIUM,1120,1120,2020-10-09,2020-10-09 11:25:41,2020-10-09 11:44:21,1120
cg-us_ts_post_diwm,MEDIUM,108,108,2020-10-09,2020-10-09 15:18:16,2020-10-09 15:20:04,108
cg-us_ps_specialty_paid,MEDIUM,366,366,2020-10-09,2020-10-09 15:53:40,2020-10-09 15:59:46,366
cg-us_ts_post,MEDIUM,1038,1038,2020-10-09,2020-10-09 11:27:11,2020-10-09 11:44:29,1038
cg-us_ts_post_diwm,MEDIUM,579,579,2020-10-09,2020-10-09 16:38:02,2020-10-09 16:47:41,579
cg-us_ps_specialty_paid,MEDIUM,23,23,2020-10-09,2020-10-09 11:16:00,2020-10-09 11:16:23,23
cg-us_ts_post_diwm,MEDIUM,58,58,2020-10-09,2020-10-09 09:12:55,2020-10-09 09:13:53,58
cg-us_ts_post,MEDIUM,915,915,2020-10-09,2020-10-09 14:10:00,2020-10-09 14:25:15,915
cg-us_ts_post,MEDIUM,6,6,2020-10-09,2020-10-09 08:48:29,2020-10-09 08:48:35,6
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-09,2020-10-09 07:22:14,2020-10-09 07:22:19,5
cg-us_ps_specialty_paid,MEDIUM,242,242,2020-10-09,2020-10-09 09:46:42,2020-10-09 09:50:44,242
cg-us_ts_post_diwm,MEDIUM,637,637,2020-10-09,2020-10-09 16:31:59,2020-10-09 16:42:36,637
cg-us_ts_diwm,MEDIUM,19,19,2020-10-09,2020-10-09 08:17:33,2020-10-09 08:17:52,19
cg-us_ts_diwm,MEDIUM,153,153,2020-10-09,2020-10-09 10:45:23,2020-10-09 10:47:56,153
cg-us_ts_post_diwm,MEDIUM,23,23,2020-10-09,2020-10-09 08:53:42,2020-10-09 08:54:05,23
cg-us_ts_post_diwm,MEDIUM,72,72,2020-10-09,2020-10-09 11:59:31,2020-10-09 12:00:43,72
cg-us_ts_post_diwm,MEDIUM,247,247,2020-10-09,2020-10-09 11:27:59,2020-10-09 11:32:06,247
cg-us_ts_post,MEDIUM,21,21,2020-10-09,2020-10-09 06:36:00,2020-10-09 06:36:21,21
cg-us_ts_paid,HIGH,23,83,2020-10-09,2020-10-09 05:32:46,2020-10-09 05:33:09,23
cg-us_ts_post_diwm,MEDIUM,316,316,2020-10-09,2020-10-09 11:42:04,2020-10-09 11:47:20,316
cg-us_ts_post,MEDIUM,26,26,2020-10-09,2020-10-09 07:27:35,2020-10-09 07:28:01,26
cg-us_ts_paid,MEDIUM,973,973,2020-10-09,2020-10-09 13:33:49,2020-10-09 13:50:02,973
cg-us_ps_specialty_paid,MEDIUM,472,472,2020-10-09,2020-10-09 15:17:35,2020-10-09 15:25:27,472
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-09,2020-10-09 09:26:37,2020-10-09 09:26:42,5
cg-us_ts_post,MEDIUM,21,21,2020-10-09,2020-10-09 06:34:12,2020-10-09 06:34:33,21
cg-us_ps_specialty_paid,MEDIUM,26,26,2020-10-09,2020-10-09 12:03:39,2020-10-09 12:04:05,26
cg-us_ts_paid,MEDIUM,5,5,2020-10-09,2020-10-09 06:12:39,2020-10-09 06:12:44,5
cg-us_ps_specialty_paid,MEDIUM,260,260,2020-10-09,2020-10-09 10:57:17,2020-10-09 11:01:37,260
cg-us_ps_specialty_paid,MEDIUM,295,295,2020-10-09,2020-10-09 11:21:23,2020-10-09 11:26:18,295
cg-us_ts_diwm,MEDIUM,21,21,2020-10-09,2020-10-09 08:45:49,2020-10-09 08:46:10,21
cg-us_ts_diwm,MEDIUM,196,196,2020-10-09,2020-10-09 12:26:48,2020-10-09 12:30:04,196
cg-us_ts_post,HIGH,467,527,2020-10-09,2020-10-09 10:08:06,2020-10-09 10:15:53,467
cg-us_ts_post_diwm,MEDIUM,29,29,2020-10-09,2020-10-09 07:20:40,2020-10-09 07:21:09,29
cg-us_ts_post,HIGH,1167,1227,2020-10-09,2020-10-09 10:34:13,2020-10-09 10:53:40,1167
cg-us_ps_specialty_paid,MEDIUM,50,50,2020-10-09,2020-10-09 12:19:16,2020-10-09 12:20:06,50
cg-us_ts_post_diwm,MEDIUM,349,349,2020-10-09,2020-10-09 12:12:04,2020-10-09 12:17:53,349
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-09,2020-10-09 08:08:46,2020-10-09 08:09:05,19
cg-us_ps_specialty_paid,MEDIUM,26,26,2020-10-09,2020-10-09 05:52:25,2020-10-09 05:52:51,26
cg-us_ps_specialty_paid,MEDIUM,444,444,2020-10-09,2020-10-09 13:23:29,2020-10-09 13:30:53,444
cg-us_ts_diwm,MEDIUM,487,487,2020-10-09,2020-10-09 14:31:22,2020-10-09 14:39:29,487
cg-us_ts_post,MEDIUM,36,36,2020-10-09,2020-10-09 05:55:39,2020-10-09 05:56:15,36
cg-us_ts_post_diwm,MEDIUM,371,371,2020-10-09,2020-10-09 15:29:22,2020-10-09 15:35:33,371
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-09,2020-10-09 08:58:22,2020-10-09 08:58:27,5
cg-us_ts_post,MEDIUM,910,910,2020-10-09,2020-10-09 11:32:41,2020-10-09 11:47:51,910
cg-us_ps_specialty_paid,MEDIUM,194,194,2020-10-09,2020-10-09 12:29:55,2020-10-09 12:33:09,194
cg-us_ts_post,MEDIUM,1026,1026,2020-10-09,2020-10-09 16:25:31,2020-10-09 16:42:37,1026
cg-us_ps_specialty_paid,MEDIUM,84,84,2020-10-09,2020-10-09 13:53:46,2020-10-09 13:55:10,84
cg-us_ps_specialty_paid,MEDIUM,12,12,2020-10-09,2020-10-09 08:33:38,2020-10-09 08:33:50,12
cg-us_ts_post_diwm,MEDIUM,24,24,2020-10-09,2020-10-09 11:00:13,2020-10-09 11:00:37,24
cg-us_ts_post_diwm,MEDIUM,67,67,2020-10-09,2020-10-09 12:03:07,2020-10-09 12:04:14,67
cg-us_ts_post,MEDIUM,915,915,2020-10-09,2020-10-09 13:37:13,2020-10-09 13:52:28,915
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-09,2020-10-09 07:13:21,2020-10-09 07:13:25,4
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-09,2020-10-09 09:20:45,2020-10-09 09:20:50,5
cg-us_ts_post_diwm,MEDIUM,117,117,2020-10-09,2020-10-09 11:32:05,2020-10-09 11:34:02,117
cg-us_ts_post,MEDIUM,459,459,2020-10-09,2020-10-09 12:00:08,2020-10-09 12:07:47,459
cg-us_ts_post_diwm,MEDIUM,265,265,2020-10-09,2020-10-09 14:05:50,2020-10-09 14:10:15,265
cg-us_ps_specialty_paid,MEDIUM,261,261,2020-10-09,2020-10-09 14:57:14,2020-10-09 15:01:35,261
cg-us_ps_specialty_paid,MEDIUM,13,13,2020-10-09,2020-10-09 08:10:44,2020-10-09 08:10:57,13
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-09,2020-10-09 10:02:51,2020-10-09 10:02:56,5
cg-us_ts_post,MEDIUM,5,5,2020-10-09,2020-10-09 07:05:18,2020-10-09 07:05:23,5
cg-us_ts_paid,MEDIUM,406,406,2020-10-09,2020-10-09 14:45:28,2020-10-09 14:52:14,406
cg-us_ts_post,MEDIUM,907,907,2020-10-09,2020-10-09 13:20:24,2020-10-09 13:35:31,907
cg-us_ts_post,HIGH,44,104,2020-10-09,2020-10-09 08:48:27,2020-10-09 08:49:11,44
cg-us_ps_specialty_paid,MEDIUM,305,305,2020-10-09,2020-10-09 13:17:05,2020-10-09 13:22:10,305
cg-us_ps_specialty_paid,MEDIUM,244,244,2020-10-09,2020-10-09 12:59:17,2020-10-09 13:03:21,244
cg-us_ts_post,MEDIUM,917,917,2020-10-09,2020-10-09 14:15:42,2020-10-09 14:30:59,917
cg-us_ps_specialty_paid,MEDIUM,476,476,2020-10-09,2020-10-09 13:08:25,2020-10-09 13:16:21,476
cg-us_ts_post_diwm,MEDIUM,201,201,2020-10-09,2020-10-09 12:24:33,2020-10-09 12:27:54,201
cg-us_ps_specialty_paid,MEDIUM,235,235,2020-10-09,2020-10-09 14:23:08,2020-10-09 14:27:03,235
cg-us_ts_post,MEDIUM,1318,1318,2020-10-09,2020-10-09 10:41:23,2020-10-09 11:03:21,1318
cg-us_ts_diwm_mobile,MEDIUM,67,67,2020-10-09,2020-10-09 13:01:25,2020-10-09 13:02:32,67
cg-us_ts_diwm,MEDIUM,240,240,2020-10-09,2020-10-09 12:23:29,2020-10-09 12:27:29,240
cg-us_ts_post_diwm,MEDIUM,15,15,2020-10-09,2020-10-09 06:36:12,2020-10-09 06:36:27,15
cg-us_ts_post,MEDIUM,916,916,2020-10-09,2020-10-09 12:58:11,2020-10-09 13:13:27,916
cg-us_ts_post_diwm,MEDIUM,40,40,2020-10-09,2020-10-09 09:09:18,2020-10-09 09:09:58,40
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-09,2020-10-09 08:08:52,2020-10-09 08:09:11,19
cg-us_ts_diwm,MEDIUM,18,18,2020-10-09,2020-10-09 08:45:21,2020-10-09 08:45:39,18
cg-us_ts_post_diwm,MEDIUM,269,269,2020-10-09,2020-10-09 16:55:15,2020-10-09 16:59:44,269
cg-us_ps_specialty_paid,MEDIUM,32,32,2020-10-09,2020-10-09 15:03:50,2020-10-09 15:04:22,32
cg-us_ps_specialty_paid,MEDIUM,216,216,2020-10-09,2020-10-09 14:48:43,2020-10-09 14:52:19,216
cg-us_ts_diwm,MEDIUM,20,20,2020-10-09,2020-10-09 07:30:14,2020-10-09 07:30:34,20
cg-us_ts_diwm,MEDIUM,91,91,2020-10-09,2020-10-08 17:00:51,2020-10-08 17:02:22,91
cg-us_ts_post,HIGH,72,132,2020-10-09,2020-10-09 12:50:15,2020-10-09 12:51:27,72
cg-us_ts_post,MEDIUM,916,916,2020-10-09,2020-10-09 15:53:57,2020-10-09 16:09:13,916
cg-us_ts_post_diwm,MEDIUM,18,18,2020-10-09,2020-10-09 08:32:35,2020-10-09 08:32:53,18
cg-us_ts_post_diwm,MEDIUM,319,319,2020-10-09,2020-10-09 15:13:31,2020-10-09 15:18:50,319
cg-us_ts_diwm,MEDIUM,17,17,2020-10-09,2020-10-09 08:27:54,2020-10-09 08:28:11,17
cg-us_ts_post,MEDIUM,915,915,2020-10-09,2020-10-09 12:09:03,2020-10-09 12:24:18,915
cg-us_ts_paid,MEDIUM,194,194,2020-10-09,2020-10-09 12:31:33,2020-10-09 12:34:47,194
cg-us_ts_post,HIGH,884,944,2020-10-09,2020-10-09 14:50:57,2020-10-09 15:05:41,884
cg-us_ps_specialty_paid,MEDIUM,61,61,2020-10-09,2020-10-09 12:03:58,2020-10-09 12:04:59,61
cg-us_ts_post_diwm,MEDIUM,21,21,2020-10-09,2020-10-09 08:40:13,2020-10-09 08:40:34,21
cg-us_ts_paid,MEDIUM,941,941,2020-10-09,2020-10-09 13:36:16,2020-10-09 13:51:57,941
cg-us_ts_post,MEDIUM,983,983,2020-10-09,2020-10-09 15:22:06,2020-10-09 15:38:29,983
cg-us_ts_post_diwm,MEDIUM,3,3,2020-10-09,2020-10-09 07:08:14,2020-10-09 07:08:17,3
cg-us_ts_post_diwm,MEDIUM,195,195,2020-10-09,2020-10-09 09:48:46,2020-10-09 09:52:01,195
cg-us_ts_post_diwm,MEDIUM,194,194,2020-10-09,2020-10-09 15:22:13,2020-10-09 15:25:27,194
cg-us_ts_post,MEDIUM,5,5,2020-10-09,2020-10-09 09:02:50,2020-10-09 09:02:55,5
cg-us_ps_specialty_paid,MEDIUM,25,25,2020-10-09,2020-10-09 09:01:45,2020-10-09 09:02:10,25
cg-us_ts_post,MEDIUM,372,372,2020-10-09,2020-10-09 09:24:33,2020-10-09 09:30:45,372
cg-us_ts_post,MEDIUM,890,890,2020-10-09,2020-10-09 10:16:26,2020-10-09 10:31:16,890
cg-us_ps_specialty_paid,MEDIUM,461,461,2020-10-09,2020-10-09 13:23:00,2020-10-09 13:30:41,461
cg-us_ts_post,HIGH,1303,1363,2020-10-09,2020-10-09 10:34:38,2020-10-09 10:56:21,1303
cg-us_ts_post,MEDIUM,262,262,2020-10-09,2020-10-09 12:11:24,2020-10-09 12:15:46,262
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-09,2020-10-09 07:33:29,2020-10-09 07:33:33,4
cg-us_ts_post,MEDIUM,927,927,2020-10-09,2020-10-09 16:46:53,2020-10-09 17:02:20,927
cg-us_ts_post,MEDIUM,115,115,2020-10-09,2020-10-09 09:20:28,2020-10-09 09:22:23,115
cg-us_ps_specialty_paid,MEDIUM,470,470,2020-10-09,2020-10-09 12:38:00,2020-10-09 12:45:50,470
cg-us_ts_post_diwm,MEDIUM,107,107,2020-10-09,2020-10-09 13:20:42,2020-10-09 13:22:29,107
cg-us_ts_paid,HIGH,892,952,2020-10-09,2020-10-09 13:29:56,2020-10-09 13:44:48,892
cg-us_ps_specialty_paid,MEDIUM,139,139,2020-10-09,2020-10-09 14:05:32,2020-10-09 14:07:51,139
cg-us_ts_post_diwm,MEDIUM,177,177,2020-10-09,2020-10-09 11:38:22,2020-10-09 11:41:19,177
cg-us_ps_specialty_paid,HIGH,239,299,2020-10-09,2020-10-09 14:24:26,2020-10-09 14:28:25,239
cg-us_ts_diwm,MEDIUM,97,97,2020-10-09,2020-10-09 15:36:55,2020-10-09 15:38:32,97
cg-us_ps_specialty_paid,MEDIUM,466,466,2020-10-09,2020-10-09 13:41:23,2020-10-09 13:49:09,466
cg-us_ps_specialty_paid,MEDIUM,73,73,2020-10-09,2020-10-09 11:37:47,2020-10-09 11:39:00,73
